JH,TH,slot,MEMF,MENP,SEGS,NTMF,NTMI,NTMA,NTNA,NTCT,NTST,NTBS,BOFR,BONC,BOBL,JMTO,AKFS,AKWT,FSOF,FSOO,CMAS,CMIS,CMASL,RTHS,RTMF,RTTH,parallelism
0.014966428,0.65301853,0.026459329,1.120887,0.8772036,0.27379853,-0.015494508,1.088753,0.40495378,0.012447455,0.55392176,-0.009655151,0.4476477,0.8951849,0.32622644,1.0171707,0.5898871,0.655406,0.22975393,1.1238295,1.1052902,0.05666081,0.29421145,0.0841623,1.1058038,0.36768517,0.8715527,0.089580715
0.01352267,0.5319327,0.029036608,0.9272054,0.7631084,0.22625749,-0.012413201,0.91872805,0.32241222,0.008700074,0.4576845,-0.0042751646,0.36274073,0.74367034,0.26385072,0.81145877,0.4782786,0.5389822,0.18149695,0.9334402,0.90536475,0.04983804,0.26199183,0.068951435,0.92595166,0.3112324,0.7156818,0.06883268
0.020305008,0.46625507,0.02048795,0.8270031,0.72285813,0.19251886,-0.016898379,0.82522273,0.27148688,0.016609073,0.41812107,-0.0028580343,0.3380012,0.6719865,0.22295053,0.7217843,0.41879088,0.4664598,0.14484236,0.83455217,0.82093275,0.04114448,0.23511937,0.05502689,0.8496225,0.2845278,0.639253,0.054736715
0.012324236,0.5118284,0.013456014,0.87392753,0.71920586,0.21851099,-0.011327331,0.86447245,0.3088657,0.008207233,0.44458833,-0.008417579,0.35706154,0.7209405,0.24944943,0.7723623,0.45798215,0.509693,0.17186143,0.87199885,0.86512595,0.043260396,0.2410578,0.06190362,0.8754524,0.287709,0.6646353,0.06674588
0.012365662,0.5875606,0.022839941,1.0092072,0.8048491,0.24772604,-0.013470703,0.98651934,0.3601347,0.009963275,0.4990069,-0.011123381,0.4016502,0.8064731,0.29510832,0.9074878,0.5343044,0.5958503,0.20549446,1.0107642,0.9953259,0.05230129,0.27531067,0.07091231,0.9982114,0.3332145,0.78047615,0.07801454
0.005592458,0.63677984,0.010546722,1.0915513,0.8624184,0.2667539,-0.010073406,1.0477713,0.38540244,0.019542597,0.5403804,-0.0005996404,0.4296342,0.8538711,0.33135143,0.9540002,0.58104867,0.6338469,0.22865684,1.0805812,1.0737071,0.062087473,0.3055514,0.0738726,1.075215,0.34309,0.86268806,0.08690837
0.013784699,0.5432331,0.024523236,0.92851293,0.7637589,0.22700414,-0.013748367,0.91364926,0.32419565,0.006056838,0.4609811,-0.009768995,0.367661,0.7482031,0.26901415,0.8200273,0.4853408,0.54018295,0.18824524,0.93467134,0.9106318,0.05028003,0.2606002,0.06374173,0.9294777,0.31126767,0.71829075,0.068464175
0.012706786,0.5880138,0.01725047,1.0114369,0.79810417,0.25246882,-0.0058371397,0.9730879,0.36082885,0.010383279,0.4932144,-0.010155815,0.39750612,0.7980808,0.29909167,0.90452176,0.53236324,0.58962995,0.21174537,1.0030034,0.9908775,0.05508697,0.27979016,0.06844939,0.9947374,0.32967794,0.78497714,0.07866673
0.009761073,0.41542894,0.029373903,0.699816,0.6309081,0.18457349,-0.018740319,0.7144998,0.23462656,0.01051321,0.36295754,-0.0049862294,0.28448588,0.5947227,0.20310621,0.5992032,0.35500693,0.39934263,0.13831317,0.71087,0.6897665,0.041719895,0.2124981,0.04352764,0.7224058,0.24227239,0.5300605,0.04976743
0.013890669,0.51411843,0.030833147,0.8879375,0.7491001,0.22044319,-0.01641921,0.88914174,0.30527756,0.008376838,0.4542308,-0.010505001,0.3521692,0.7336157,0.24969581,0.77535814,0.45567712,0.50666875,0.16989039,0.8981095,0.87019277,0.048066158,0.24405845,0.06483807,0.8958814,0.30102342,0.6765615,0.064637706
0.020439006,0.5413096,0.030960653,0.9323065,0.76964545,0.2370732,-0.011057173,0.91950816,0.31790784,0.009754532,0.4797369,-0.008667073,0.37506723,0.75996906,0.2661149,0.8185377,0.48698038,0.54006433,0.18005674,0.9411024,0.9100202,0.047225896,0.25006092,0.071875244,0.9360312,0.31274197,0.7206788,0.07498701
0.010293767,0.5888712,0.022748232,1.0176625,0.810831,0.24678956,-0.010630314,0.99939585,0.36430138,0.009233587,0.5018432,-0.007809083,0.4092683,0.81208754,0.2955654,0.91758645,0.5400845,0.6064472,0.2029093,1.0191424,1.0089415,0.05329373,0.27811283,0.072340444,1.0073098,0.3396932,0.7931328,0.0787604
0.011274114,0.561908,0.038221233,0.9763966,0.8048898,0.23777989,-0.016362544,0.9718984,0.33885604,0.013342553,0.49739948,-0.0056653796,0.387268,0.79413396,0.2776812,0.86327463,0.508875,0.57451713,0.18794322,0.9843673,0.9584786,0.054747727,0.2711897,0.07054145,0.9756328,0.33236128,0.75166535,0.06997694
0.014537968,0.68509805,0.03535579,1.1967816,0.92866015,0.28761232,-0.009638694,1.163793,0.42972594,0.016112566,0.58729655,-0.0062266914,0.47248536,0.9406729,0.3396798,1.0813292,0.6282483,0.70953834,0.24001949,1.2005297,1.1739311,0.055447314,0.31702945,0.09433602,1.1682404,0.39570808,0.93174666,0.092334166
0.015111633,0.54945207,0.026133642,0.9422213,0.78507,0.23158155,-0.017927893,0.9388014,0.32656515,0.0045600985,0.4812064,-0.009434546,0.3824454,0.77533686,0.27124366,0.83537585,0.4896602,0.5459016,0.1812956,0.95601374,0.9306622,0.05158633,0.25818312,0.06418422,0.94975936,0.31731504,0.73203987,0.07015146
0.014405087,0.5691509,0.02498056,0.9731439,0.7908103,0.24098124,-0.012369142,0.9534566,0.34247708,0.008034685,0.48402348,-0.00815701,0.38914084,0.7864702,0.28380024,0.8643658,0.50704414,0.5611833,0.19628583,0.97852427,0.95576984,0.053771555,0.26667726,0.06801176,0.9710397,0.32437658,0.75333226,0.07599607
0.00937479,0.5407485,0.029624745,0.94450486,0.7713166,0.22631249,-0.01507314,0.9343301,0.33670527,0.0043948,0.46872917,-0.010229583,0.3684331,0.75187194,0.2773363,0.83805823,0.49367508,0.5581957,0.18546437,0.9425341,0.9314419,0.045220945,0.26756546,0.060967475,0.9454645,0.31356218,0.7299124,0.069840044
0.012914635,0.47775334,0.024045322,0.81883603,0.6983829,0.2070453,-0.015305788,0.8192551,0.28007367,0.006519549,0.41702685,-0.010415207,0.32668707,0.6781726,0.23292726,0.7106091,0.42065835,0.46380073,0.15919414,0.82615274,0.8038114,0.046398275,0.2306578,0.057862513,0.82902133,0.27573445,0.6201399,0.05908398
0.014894769,0.59231555,0.027150482,1.0120324,0.8175644,0.2465529,-0.014615585,0.9900762,0.35685232,0.009633073,0.50231576,-0.009308676,0.40129724,0.8124586,0.2907849,0.90200526,0.52985203,0.59011364,0.20756364,1.01842,0.9947862,0.05092753,0.27743906,0.07306099,1.004751,0.3395351,0.7847896,0.07844497
0.013846591,0.6119022,0.03061185,1.0618179,0.8468627,0.25505853,-0.01621544,1.0381198,0.37955034,0.007214353,0.5250904,-0.009191218,0.41834313,0.84739023,0.30444607,0.95021904,0.55428624,0.62191826,0.21640605,1.0670832,1.0421287,0.052889373,0.28526092,0.0763909,1.0552251,0.35345215,0.82682234,0.081992805
0.014107443,0.59447503,0.032202713,1.0388749,0.8349002,0.25083336,-0.015870266,1.0312855,0.36827838,0.011280515,0.5222495,-0.0075813113,0.41782305,0.8370915,0.2923989,0.93258125,0.5427819,0.6147324,0.1996107,1.0479375,1.0269812,0.052718002,0.2793596,0.079656154,1.0325866,0.34641278,0.8028264,0.07769674
0.0071718097,0.4957336,0.02207962,0.8615394,0.7151134,0.20202346,-0.018109456,0.8532829,0.2970611,-0.002114154,0.42619547,-0.0052102907,0.33513007,0.6901309,0.24461871,0.7498882,0.44961774,0.49655676,0.1742735,0.8561737,0.8377077,0.04437293,0.2380411,0.05425653,0.8692328,0.28368026,0.6613602,0.05805139
0.012853421,0.5464679,0.018205486,0.9286066,0.749927,0.22832008,-0.014572647,0.9088061,0.33443934,0.0077650105,0.45894325,-0.010282348,0.36888668,0.74786407,0.27770486,0.8335178,0.4921871,0.543224,0.19428083,0.92642736,0.9176688,0.048739184,0.2573696,0.0610321,0.9252827,0.30504125,0.721277,0.07335825
0.010432504,0.53211194,0.014812649,0.92291266,0.7439888,0.22146457,-0.015464061,0.8880224,0.32694292,0.013090455,0.44017518,-0.008260044,0.35791293,0.72658634,0.27270395,0.8131662,0.47917047,0.5271628,0.20175028,0.90824336,0.8909251,0.050599366,0.25324982,0.06245435,0.91843283,0.3029051,0.7018885,0.07166767
0.013965972,0.4854913,0.020335048,0.83487606,0.696628,0.20305482,-0.0074288035,0.81494665,0.28767014,0.0037759622,0.40983608,-0.011331278,0.32485908,0.6657955,0.23593757,0.72275984,0.43346947,0.48365122,0.16767792,0.8296619,0.812193,0.041400567,0.24039827,0.05760452,0.8327367,0.28070062,0.6362866,0.061875638
0.014315829,0.6056072,0.034546934,1.0524331,0.84678596,0.25099012,-0.013827124,1.0356836,0.3712366,0.010708944,0.5213723,-0.007890428,0.41351137,0.83622324,0.29599115,0.9377613,0.55048037,0.624011,0.21059813,1.0608015,1.0316592,0.049842253,0.28912842,0.07674089,1.0413188,0.35424298,0.8170271,0.07799834
0.014438473,0.554174,0.025279365,0.95199275,0.77876544,0.23420952,-0.013579142,0.927864,0.3309779,0.0070404564,0.47209996,-0.010330248,0.37175986,0.76191,0.28034213,0.8361993,0.4961252,0.54866767,0.19892651,0.9561851,0.92935765,0.05236652,0.2677705,0.06104122,0.94837976,0.3186748,0.7382319,0.075489685
0.009795979,0.55199957,0.017334275,0.9425533,0.75990343,0.22747134,-0.011426599,0.921083,0.33724025,-0.00086915435,0.45083508,-0.008414413,0.37051982,0.7452544,0.27511096,0.824617,0.49476704,0.5499028,0.19618143,0.9453308,0.92382604,0.046217248,0.27733457,0.06406881,0.93879926,0.3104151,0.7343555,0.074430704
0.014136732,0.53879416,0.0236836,0.9207086,0.7543061,0.22670889,-0.012583596,0.89912313,0.32280242,0.006275535,0.45323676,-0.00852229,0.36204553,0.74039054,0.2688131,0.8090883,0.47890177,0.5278946,0.19077794,0.922101,0.9000581,0.051283367,0.2570144,0.061761834,0.9208083,0.30847448,0.70887744,0.071541846
0.014194123,0.5262995,0.021182962,0.88668025,0.7287991,0.21929272,-0.0111086415,0.8663865,0.31394795,-0.0069006006,0.44697928,-0.014651115,0.35598108,0.7263016,0.25031272,0.7818825,0.45831642,0.50607467,0.17680806,0.8957669,0.87571603,0.04461857,0.23909031,0.07144036,0.89147216,0.29791498,0.6859385,0.069210306
0.011849955,0.56814235,0.017628707,0.9530876,0.773797,0.23748551,-0.021163438,0.95796275,0.32631892,0.014664643,0.48201215,-0.018771425,0.37395412,0.7886074,0.269879,0.8548447,0.5063414,0.56337863,0.18894683,0.9558538,0.93937314,0.046999823,0.25300106,0.07366026,0.94949996,0.29635847,0.69990593,0.07689729
0.00487078,0.5560912,0.029668443,0.96678233,0.7794959,0.23428215,-0.011544612,0.9571802,0.34330755,0.009115727,0.48068926,-0.0085911555,0.3862928,0.7798975,0.27614832,0.866345,0.5052159,0.5670077,0.18652733,0.97108465,0.9610317,0.05379463,0.25529367,0.074183844,0.96621174,0.32248032,0.7377157,0.07006559
0.007598594,0.5760484,0.028196469,0.99570113,0.79281217,0.24455164,-0.012227991,0.96689546,0.36242753,0.0056120013,0.48927295,-0.008912849,0.38867262,0.7995802,0.2987872,0.8944502,0.51890326,0.56359375,0.20905462,0.985458,0.9728635,0.05000588,0.26082462,0.06801834,0.99228793,0.32380864,0.7698161,0.07714416
0.012495361,0.56510186,0.026022334,0.9732319,0.78310037,0.23232107,-0.012905219,0.9489804,0.3468161,0.005021334,0.47112915,-0.009280319,0.37619334,0.7665058,0.2835254,0.8659403,0.51243395,0.57541674,0.20544465,0.97143465,0.94907916,0.047906574,0.2763901,0.06543254,0.96580106,0.32556832,0.7604315,0.07345827
0.011184186,0.54369307,0.023522068,0.93721676,0.7649156,0.23162836,-0.012781174,0.93139195,0.33212203,0.009172828,0.46991742,-0.009036965,0.37889245,0.7598126,0.27072158,0.83870006,0.493961,0.55386925,0.18366273,0.94491035,0.92995226,0.049977127,0.26186177,0.066658735,0.9345108,0.31193802,0.7252992,0.07079582
0.011698283,0.6607803,0.03389956,1.1551287,0.9024852,0.27519345,-0.008172532,1.1290019,0.41212484,0.014866144,0.56492275,-0.0055181934,0.4594336,0.9064873,0.32614073,1.0442135,0.61120725,0.69583285,0.22733188,1.1576935,1.1388981,0.056235284,0.3097728,0.08894219,1.130534,0.3870198,0.899395,0.08749364
0.011615127,0.514756,0.019887775,0.8808642,0.7232398,0.22106206,-0.013602928,0.8690343,0.3139487,0.007790454,0.44003764,-0.010502855,0.3536947,0.718692,0.259598,0.7818665,0.46060497,0.5070632,0.17871498,0.88104546,0.8714725,0.049678173,0.24313529,0.061666586,0.8824154,0.2903512,0.6738417,0.068430394
0.010393433,0.5148106,0.030499253,0.88066477,0.7413992,0.21781288,-0.012416818,0.8793406,0.3010082,0.01260116,0.44633344,-0.0059037907,0.3506037,0.7195784,0.24704179,0.77993596,0.45877716,0.5240724,0.17435384,0.89012873,0.8703265,0.041843712,0.2561582,0.06387798,0.88348174,0.30380493,0.6856479,0.064739585
0.01288522,0.37931782,0.019249331,0.6303108,0.5664099,0.16600294,-0.010360886,0.63328177,0.20592822,-0.0072822417,0.3298089,-0.015343345,0.25597644,0.54559827,0.17707284,0.5227102,0.3157723,0.3356446,0.11927435,0.64083874,0.62839484,0.03795123,0.19163764,0.04121036,0.651428,0.21537028,0.4741454,0.042522643
0.009331711,0.531403,0.024468236,0.91345835,0.75364065,0.21663076,-0.01387078,0.9004136,0.31803903,0.0035631438,0.44660583,-0.0071442267,0.3582692,0.7263663,0.26522142,0.8051338,0.48167422,0.5445007,0.18407923,0.9156193,0.89330894,0.045388225,0.26604614,0.056642964,0.9149711,0.3078056,0.7126253,0.066273734
0.012882113,0.7061672,0.038790315,1.2364402,0.9621471,0.29868615,-0.012578097,1.2152526,0.44426915,0.0176723,0.61801434,-0.007013398,0.4978795,0.98583555,0.34525624,1.1258276,0.6469406,0.73616546,0.23804548,1.2471669,1.2226386,0.057015233,0.31757283,0.10335699,1.21146,0.40999183,0.9625168,0.09375432
0.010497175,0.5528912,0.027857758,0.96350473,0.78821754,0.23331806,-0.007964053,0.9640804,0.33559602,0.011901551,0.48714548,-0.0051569147,0.3929001,0.7791663,0.27250478,0.85932577,0.5094018,0.57652885,0.17683473,0.97464263,0.9591406,0.05203571,0.26451826,0.06993917,0.95978355,0.32653734,0.7428767,0.07025869
0.0121049285,0.56784856,0.027136263,0.98499924,0.7934936,0.24265866,-0.016444512,0.9700195,0.35385388,0.007930757,0.489422,-0.0088053,0.39101446,0.79433405,0.28502965,0.88445425,0.51207536,0.5715833,0.19851807,0.9845397,0.9691817,0.05046122,0.26452324,0.07343888,0.98189974,0.3243196,0.76143795,0.07420026
0.014183685,0.6078131,0.029598527,1.0509175,0.8409466,0.25521863,-0.013073948,1.0337279,0.37222332,0.013369829,0.5244613,-0.009291033,0.4210176,0.8418189,0.29855266,0.94113624,0.5521559,0.6192934,0.20828925,1.058299,1.0366875,0.052051444,0.28407973,0.07986383,1.0378131,0.35011834,0.8101091,0.07946025
0.0225515,0.50323004,0.017600782,0.8570549,0.71054715,0.21787027,-0.008345616,0.8387105,0.297118,0.011027106,0.42445257,-0.008819706,0.35043028,0.6967925,0.24996656,0.7487995,0.44556856,0.49146634,0.17255925,0.8602896,0.84342194,0.05092942,0.23977402,0.054078177,0.8532471,0.2839702,0.64926076,0.070279405
0.013061382,0.6209178,0.029650182,1.0727776,0.8491196,0.25710282,-0.013505918,1.044554,0.3844266,0.010131196,0.5238884,-0.009689945,0.41875407,0.8464208,0.30790114,0.9633453,0.564054,0.6340605,0.22247113,1.0726218,1.0504916,0.04990694,0.29128027,0.079827406,1.0555848,0.35669923,0.8347563,0.0807842
0.012389302,0.5539643,0.0279443,0.9619883,0.77981025,0.23698483,-0.011009061,0.9543976,0.3418095,0.0141368145,0.47577563,-0.004887915,0.38651457,0.7745977,0.27556393,0.8565049,0.5021571,0.5661773,0.1891389,0.97061,0.94984615,0.050596666,0.26702988,0.074514,0.95710933,0.31929454,0.73979867,0.07201107
0.01392784,0.61310816,0.029852405,1.0695782,0.8597005,0.2554009,-0.013492187,1.0576468,0.37779695,0.013835006,0.53373605,-0.008065621,0.42671877,0.85007393,0.30234304,0.9621733,0.56549555,0.64069366,0.20829223,1.0805517,1.0540385,0.050437387,0.29765934,0.07828465,1.055029,0.35645184,0.83730406,0.080256686
0.013981238,0.6089696,0.030210778,1.0468953,0.8363222,0.2590605,-0.013297946,1.0252026,0.37166223,0.011876159,0.51979744,-0.00847366,0.41526765,0.8419466,0.2991981,0.9386529,0.5433706,0.60608166,0.21038802,1.0514282,1.0256494,0.052909013,0.2795351,0.081908226,1.037165,0.3466133,0.8097024,0.08015126
0.011378922,0.5711371,0.020568557,0.98730356,0.79514784,0.24070911,-0.012388025,0.9670229,0.3496242,0.013733969,0.49092057,-0.008791688,0.39405406,0.79214984,0.28722793,0.87880355,0.518931,0.57423913,0.19914931,0.98788977,0.9723436,0.051223405,0.26950273,0.07203297,0.97843754,0.32259613,0.7582536,0.074559346
0.009399876,0.4836528,0.018580228,0.8344664,0.6932815,0.20129725,-0.0052042427,0.8232362,0.28518006,-0.0006467843,0.4068494,-0.0026908545,0.3287109,0.66724974,0.24467131,0.72853893,0.4352806,0.47985232,0.16550982,0.83435917,0.8152402,0.054144647,0.23232813,0.0545173,0.8386731,0.2753502,0.63212883,0.05093133
0.011881866,0.5216293,0.028803676,0.9006358,0.74877006,0.21606822,-0.0126352245,0.9036419,0.31353542,0.0075892885,0.45952657,-0.008345443,0.35960224,0.7368843,0.26636562,0.7890819,0.4720793,0.5210626,0.17006747,0.9173824,0.88347274,0.048663974,0.25072837,0.062713,0.90217865,0.30338478,0.6874765,0.063308716
0.026376419,0.5224072,0.025440738,0.88838446,0.7418735,0.23092613,-0.0071233483,0.88400084,0.30335435,0.01977799,0.4624804,-0.0075406274,0.36561024,0.7288507,0.25152376,0.77465093,0.46784645,0.52330256,0.16528851,0.9033756,0.87677,0.040775146,0.24555147,0.072611995,0.8889713,0.2963223,0.6858125,0.075970575
0.014393188,0.6184593,0.034746297,1.081438,0.86603856,0.25735086,-0.014089157,1.0664858,0.38082314,0.007915751,0.53800315,-0.005215029,0.43238038,0.8642886,0.3059482,0.9692557,0.563279,0.63848287,0.20811751,1.0912758,1.0660381,0.059712637,0.28596503,0.081979185,1.075914,0.3623916,0.8383083,0.07931371
0.0130361095,0.65535766,0.025597386,1.1367962,0.879097,0.2768645,-0.009989035,1.0877312,0.41094783,0.012289391,0.5513127,-0.00973175,0.44076204,0.8867106,0.34095702,1.0217102,0.59880143,0.6642398,0.24747202,1.1330373,1.1120619,0.058334585,0.30839008,0.07768276,1.109706,0.37254778,0.89081526,0.0967969
0.008561149,0.5448336,0.018704366,0.92882997,0.75278527,0.2327006,-0.015987448,0.9184096,0.3271902,0.005988397,0.4652891,-0.011346939,0.37023634,0.7522147,0.26574,0.8354542,0.49017477,0.5566159,0.18510696,0.93500906,0.91642,0.046811596,0.25790834,0.06438766,0.92680824,0.30861145,0.7193961,0.06666173
0.0014984086,0.5758182,0.021548606,0.9838817,0.79956937,0.24826258,-0.00380388,0.9637564,0.35956818,0.012752601,0.48280412,-0.014653253,0.3945472,0.79451686,0.28477964,0.893528,0.5141256,0.5823722,0.19788963,0.979189,0.9907091,0.045190684,0.27216262,0.06472113,0.9849579,0.3372184,0.7715981,0.08138858
0.01475811,0.69361293,0.033020973,1.2050633,0.928436,0.28793913,-0.010902082,1.1651297,0.43664366,0.015300603,0.5854976,-0.0061463295,0.47442776,0.942342,0.34644738,1.0937828,0.6367878,0.7172871,0.24840707,1.2064306,1.1845996,0.057195645,0.31995785,0.09148647,1.1756085,0.39750743,0.94076174,0.09553693
0.008436181,0.5288903,0.021380495,0.91146487,0.74368227,0.22198342,-0.014653661,0.9020872,0.32138187,0.009622731,0.45435387,-0.008364531,0.3647148,0.7328796,0.26474372,0.8083979,0.4828048,0.53769004,0.17515172,0.9070763,0.90160877,0.04491563,0.25696597,0.06367219,0.90436363,0.30018163,0.6979611,0.07033004
0.0136473775,0.45301312,0.018078357,0.7827595,0.67687935,0.19566421,-0.013804247,0.7862176,0.26706254,0.010155738,0.39940396,-0.011283587,0.31245485,0.63854045,0.22590214,0.67936,0.41357192,0.45474884,0.15411262,0.78647393,0.7711958,0.04211083,0.23355651,0.0526312,0.7878216,0.26380488,0.59615326,0.05790017
0.015142642,0.49522415,0.016428813,0.8344181,0.70635796,0.21471229,-0.014655703,0.83001614,0.29145095,0.0056619053,0.42311874,-0.018769238,0.3342547,0.6898233,0.24771154,0.73742527,0.4346441,0.47648317,0.16932318,0.8467787,0.82530445,0.051138822,0.23895384,0.058435805,0.84445286,0.27437672,0.64297724,0.06600249
0.0136541575,0.6829483,0.035185255,1.188416,0.9237534,0.28346375,-0.011661281,1.155093,0.4256679,0.014207483,0.5804603,-0.0069493307,0.46738026,0.9321987,0.33757803,1.0766152,0.62709945,0.7092409,0.23963496,1.1905447,1.1663474,0.055869956,0.31511357,0.09154301,1.162413,0.39511943,0.9267119,0.09151068
0.012576677,0.64333236,0.021541879,1.1113822,0.8661804,0.27107412,-0.0134522775,1.0715486,0.40672377,0.007829213,0.5411677,-0.009734253,0.43606696,0.874427,0.3337452,1.0095961,0.5879488,0.65431213,0.23733829,1.110226,1.0911663,0.053858716,0.30336168,0.074306995,1.0914258,0.36119145,0.8768436,0.09223811
0.012465857,0.54811406,0.022728551,0.93801725,0.77090216,0.23201892,-0.016767975,0.9312324,0.33190992,0.0057386463,0.47327077,-0.01194173,0.37748012,0.76464415,0.27314338,0.8398094,0.4927535,0.5494463,0.18654592,0.94778085,0.9266684,0.048349652,0.26186037,0.064897366,0.9395369,0.31122714,0.7305,0.07014519
0.014085665,0.5795475,0.025503047,0.9996863,0.8165929,0.24695449,-0.014229336,0.9879024,0.351059,0.0120788375,0.5016051,-0.008110489,0.40309098,0.8107931,0.28676113,0.89162433,0.52093995,0.5779646,0.19276372,1.0089875,0.9854698,0.053733073,0.27182353,0.07607514,0.99719286,0.33219004,0.77599186,0.07744737
0.013068587,0.61014616,0.029985748,1.0547549,0.8368243,0.25702557,-0.012652361,1.029639,0.37858304,0.008543857,0.51627105,-0.007599185,0.4144892,0.83689517,0.3058206,0.94954205,0.5525239,0.6212302,0.21596436,1.059177,1.0330533,0.0535896,0.29008794,0.07538844,1.0443243,0.34867904,0.8254826,0.08246887
0.013920583,0.5930703,0.026702538,1.029681,0.82638794,0.24932986,-0.015005407,1.0078758,0.36948997,0.002500922,0.5068647,-0.0054902686,0.40961838,0.82477564,0.3001977,0.92322385,0.537515,0.60490644,0.2066834,1.0350707,1.0105054,0.05503962,0.28349283,0.06951765,1.0269178,0.3467285,0.80583715,0.07880932
0.012822717,0.696393,0.028170802,1.2114667,0.92679137,0.29444212,-0.011427064,1.1641631,0.44096208,0.013634057,0.5886267,-0.008703197,0.47322956,0.94745606,0.3564271,1.1022162,0.638543,0.71251786,0.25476125,1.2082218,1.1875716,0.058679562,0.31870177,0.090342574,1.1802436,0.3951525,0.9498746,0.099465
0.0068460032,0.5754552,0.029449537,0.9939275,0.80440193,0.25409025,-0.013842621,0.9779386,0.3637942,0.0024239426,0.49585626,-0.007378678,0.40640306,0.81782037,0.2917041,0.8946941,0.51457506,0.5794409,0.19338429,1.0039058,0.98250574,0.052833274,0.27283257,0.07236844,0.9982445,0.33651143,0.7619691,0.071448624
0.0119624585,0.5478326,0.024982013,0.9474792,0.7766074,0.23477328,-0.013601177,0.9494762,0.3333229,0.013068364,0.483154,-0.008736092,0.38715097,0.7749689,0.26893997,0.84850717,0.49842143,0.5606629,0.1786354,0.9581553,0.9445839,0.048708033,0.25950992,0.0711196,0.9430488,0.3156236,0.7285052,0.06927097
0.010392375,0.6727376,0.027530342,1.1645794,0.89997464,0.2830552,-0.008898509,1.1276275,0.4224237,0.012543009,0.5638992,-0.007503967,0.46229115,0.91360843,0.33778393,1.0533708,0.6166284,0.6949913,0.23666453,1.1641865,1.1496457,0.060444664,0.31143022,0.09065062,1.1374971,0.38495988,0.9069383,0.094983086
0.012482986,0.5012433,0.019416217,0.85449934,0.71359783,0.21405916,-0.017549302,0.8449976,0.29997268,0.0055037146,0.4318151,-0.012376088,0.33959407,0.7019678,0.25340217,0.7525785,0.4455929,0.48839808,0.17504863,0.85777867,0.84352344,0.048077635,0.23721258,0.05472935,0.86160946,0.2835546,0.65565497,0.06629841
0.011100128,0.56740415,0.0258326,0.9963551,0.8120376,0.23559518,0.0035850806,0.9831775,0.34677553,0.008372464,0.50013787,0.0016218843,0.4162657,0.79712015,0.27413538,0.8766859,0.52518165,0.5887998,0.19610728,0.99163,0.9684305,0.034250665,0.2598125,0.07564264,1.0024096,0.3318603,0.77158964,0.06921913
0.0119442865,0.56799316,0.025988113,0.9814974,0.7939234,0.23832424,-0.012876109,0.96894246,0.34880975,0.009954729,0.48855427,-0.00926138,0.39285213,0.7883189,0.28366038,0.87754685,0.5171379,0.5808868,0.19500975,0.985404,0.97124606,0.05078686,0.26867953,0.069161505,0.9746912,0.32754165,0.7584644,0.0739135
0.0035760328,0.4766345,0.024751108,0.8135553,0.69185275,0.19898261,-0.0047623264,0.80782753,0.2806932,0.0019399232,0.4090401,-0.007058139,0.32807377,0.667774,0.22962421,0.7122417,0.42374364,0.47299743,0.16538157,0.81497175,0.79902595,0.03683419,0.22957797,0.057197385,0.826383,0.27410287,0.623019,0.053762507
0.013865866,0.68628234,0.037251413,1.1980625,0.9367627,0.28849745,-0.007301052,1.1789857,0.42557454,0.019675866,0.59915286,-0.0033310307,0.48808947,0.9541665,0.33675832,1.0861552,0.63226944,0.7201838,0.22606419,1.2096261,1.1893843,0.05979544,0.31396285,0.09461004,1.1753598,0.4006216,0.9325875,0.09296951
0.014736839,0.6760836,0.032189265,1.1728505,0.91195315,0.2856399,-0.010919851,1.1438535,0.42161846,0.017773256,0.580909,-0.0059300615,0.4712984,0.9328898,0.3345834,1.0645095,0.6167601,0.6929602,0.23204331,1.1780896,1.1589681,0.058456723,0.30607408,0.09293327,1.150059,0.38655686,0.9097601,0.09263198
0.016163133,0.57708377,0.011354559,0.99368095,0.7808229,0.25602642,-0.014167261,0.94927067,0.3620676,0.010364273,0.48914438,-0.0022696136,0.3821814,0.7925688,0.30385116,0.88268435,0.52188,0.584515,0.20333551,0.9863783,0.9597854,0.054478142,0.28918818,0.07484047,0.97997665,0.33649844,0.7692678,0.06939952
0.013225973,0.640968,0.031096324,1.111554,0.8781865,0.27379465,-0.013289732,1.0935407,0.39866236,0.015616232,0.5588171,-0.008015613,0.45223337,0.8980349,0.31806064,1.0072687,0.581627,0.6521098,0.21468543,1.118244,1.103752,0.05806361,0.28585422,0.08773221,1.098062,0.36635268,0.857005,0.086884916
0.02390834,0.6192636,0.02025748,1.0546905,0.83696294,0.27544177,-0.006706369,1.0161891,0.38033968,0.014839099,0.524424,0.0038860785,0.43222904,0.8472856,0.31269452,0.93584055,0.5597949,0.6347868,0.2020532,1.0729705,1.0352999,0.051599905,0.29476556,0.08500167,1.0449806,0.35879928,0.82151854,0.09344663
0.013712019,0.50605834,0.0032491283,0.8627645,0.71080554,0.20689328,-0.0059597017,0.83544445,0.29548314,-0.0032559405,0.42902914,-0.0021512462,0.3352885,0.69643086,0.23269737,0.7500574,0.447889,0.50850123,0.17346,0.8494443,0.83022386,0.036287386,0.24253224,0.062834606,0.861922,0.28093383,0.6516289,0.054994788
